station_group_slug,station_name_hiragana,station_name_katakana,station_name_initial_kana,note
michinoo-nagasaki-nagasakishi,みちのお,ミチノオ,ま,
mikunijinja-fukui-sakaishi,みくにじんじゃ,ミクニジンジャ,ま,三国=みくに
mikunikeoka-osaka-sakaishi,みくにがおか,ミクニガオカ,ま,
minamiasaketani-tokyo-suginamiku,みなみあさがや,ミナミアサガヤ,ま,
minamiasomizunoumarerusatoshirouzukougen-kumamoto-minamiasomura,みなみあそみずのうまれるさとはくすいこうげん,ミナミアソミズノウマレルサトハクスイコウゲン,ま,白水=はくすい
minamihatoketani-saitama-kawaguchishi,みなみはとがや,ミナミハトガヤ,ま,
minamikamijou-nagano-hakubamura,みなみかみしろ,ミナミカミシロ,ま,
minamimachidaguranberiipaaku-tokyo-machidashi,みなみまちだぐらんべりーぱーく,ミナミマチダグランベリーパーク,ま,
minamiuddeitaun-hyogo-mitashi,みなみうっでぃたうん,ミナミウッディタウン,ま,
misotenjinmae-kumamoto-kumamotoshi,みそてんじんまえ,ミソテンジンマエ,ま,
miyajimabootoreesuba-hiroshima-hatsukaichishi,みやじまぼーとれーすじょう,ミヤジマボートレースジョウ,ま,
miyakehama-kagoshima-ibusukishi,みやがはま,ミヤガハマ,ま,
miyanoetsu-nagano-kisomachi,みやのこし,ミヤノコシ,ま,
miyanomae-tokyo-arakawaku,みやのまえ,ミヤノマエ,ま,
miyanoshita-kanagawa-hakonemachi,みやのした,ミヤノシタ,ま,
miyanotaira-tokyo-oumeshi,みやのひら,ミヤノヒラ,ま,
miyayukisaka-osaka-hirakatashi,みやのさか,ミヤノサカ,ま,
miyazakijinguu-miyazaki-miyazakishi,みやざきじんぐう,ミヤザキジングウ,ま,
miyoshikeoka-aichi-miyoshishi,みよしがおか,ミヨシガオカ,ま,
mizuumiyuukanshineki-shimane-izumoshi,こゆうかんしんえき,コユウカンシンエキ,か,湖遊館=こゆうかん
monkoyakujin-hyogo-nishinomiyashi,もんどやくじん,モンドヤクジン,ま,門戸=もんど
monoreeruhamamatsuchou-tokyo-minatoku,ものれーるはままつちょう,モノレールハママツチョウ,ま,町=ちょう
moreragifu-gifu-motosushi,もれらぎふ,モレラギフ,ま,
morinomiya-osaka-oosakashi,もりのみや,モリノミヤ,ま,
moriuchikasakami-yamaguchi-iwakunishi,もりうちかさかみ,モリウチカサカミ,ま,守内かさ神=もりうちかさかみ
motomachi.chuukagai-kanagawa-yokohamashi,もとまち・ちゅうかがい,モトマチ・チュウカガイ,ま,中黒は駅名の一部
mukonosou-hyogo-amagasakishi,むこのそう,ムコノソウ,ま,
mukougaoka-aichi-toyohashishi,むこうがおか,ムコウガオカ,ま,
mukougaokayuuen-kanagawa-kawasakishi,むこうがおかゆうえん,ムコウガオカユウエン,ま,
musashimizonokuchi-kanagawa-kawasakishi,むさしみぞのくち,ムサシミゾノクチ,ま,
myoujin-tochigi-nikkoushi,みょうじん,ミョウジン,ま,
nagaokatenjin-kyoto-nagaokakyoushi,ながおかてんじん,ナガオカテンジン,な,
nagareyamasentorarupaaku-chiba-nagareyamashi,ながれやませんとらるぱーく,ナガレヤマセントラルパーク,な,
nagashimadamu-shizuoka-kawanehonmachi,ながしまだむ,ナガシマダム,な,
nagoyadoomumaeyada-aichi-nagoyashi,なごやどーむまえやだ,ナゴヤドームマエヤダ,な,
naikekan-niigata-ojiyashi,うちがまき,ウチガマキ,あ,
naiyukita-miyazaki-nichinanshi,うちのた,ウチノタ,あ,
nakagami-tokyo-akishimashi,なかがみ,ナカガミ,な,
nakanojou-gunma-nakanojoumachi,なかのじょう,ナカノジョウ,な,
nakanomachi-chiba-choushishi,なかのまち,ナカノマチ,な,
nakanosawa-hokkaido-oshamanbemachi,なかのさわ,ナカノサワ,な,
nakanoshou-shiga-ootsushi,なかのしょう,ナカノショウ,な,
nakayukisato-mie-toppashi,なかのごう,ナカノゴウ,な,
nakayukishima-osaka-oosakashi,なかのしま,ナカノシマ,な,
namekawaairando-chiba-kachiurashi,なめがわあいらんど,ナメガワアイランド,な,
nanatsuya-ishikawa-kanazawashi,ななつや,ナナツヤ,な,
naruo.mukogawajoshidaimae-hyogo-nishinomiyashi,なるお・むこがわじょしだいまえ,ナルオ・ムコガワジョシダイマエ,な,中黒は駅名の一部
nezumikekan-yamagata-tsuruokashi,ねずがせき,ネズガセキ,な,
nichinodemachi-kanagawa-yokohamashi,ひのでちょう,ヒノデチョウ,は,日ノ出町=ひのでちょう 町=ちょう
niijima々-nagano-matsumotoshi,しんしましま,シンシマシマ,さ,新島々=しんしましま
nijinomatsubara-saga-karatsushi,にじのまつばら,ニジノマツバラ,な,
ninkeoka-osaka-shijounawateshi,しのぶがおか,シノブガオカ,さ,忍ヶ丘=しのぶがおか
ninose-kyoto-kyoutoshi,にのせ,ニノセ,な,
nipponrainimawatari-gifu-kanishi,にほんらいんいまわたり,ニホンラインイマワタリ,な,
nisatokehama-wakayama-wakayamashi,にりがはま,ニリガハマ,な,
niseko-hokkaido-nisekomachi,にせこ,ニセコ,な,
nishieikeshima-hyogo-akashishi,にしえいがしま,ニシエイガシマ,な,
nishiharukouhaatopia-fukui-sakaishi,にしはるえはーとぴあ,ニシハルエハートピア,な,
nishiisahaya-nagasaki-soushi,にしいさはや,ニシイサハヤ,な,
nishikehara-tokyo-kitaku,にしがはら,ニシガハラ,な,
nishikeharashiteime-tokyo-kitaku,にしがはらよんちょうめ,ニシガハラヨンチョウメ,な,
nishikehou-kochi-yonmanjuushi,にしがほう,ニシガホウ,な,
nishinokuchi-aichi-tokonameshi,にしのくち,ニシノクチ,な,
nishinokyou-nara-narashi,にしのきょう,ニシノキョウ,な,
nishinoshou-wakayama-wakayamashi,にしのしょう,ニシノショウ,な,
nishitetsufukuoka（tenjin）-fukuoka-fukuokashi,にしてつふくおか（てんじん）,ニシテツフクオカ（テンジン）,な,
nitsui-akita-noshiroshi,ふたつい,フタツイ,は,
nitsuiri-aichi-kiyosushi,ふたついり,フタツイリ,は,
nochi-okayama-niimishi,のち,ノチ,な,
nodahanshin-osaka-oosakashi,のだはんしん,ノダハンシン,な,
noginama-yamanashi-tsurushi,かせい,カセイ,か,禾生=かせい
noofookuhiroba-fukuoka-kitakyuushuushi,のーふぉーくひろば,ノーフォークヒロバ,な,
numanohaji-hokkaido-tomakomaishi,ぬまのはた,ヌマノハタ,な,
ochanomizu-tokyo-bunkyouku,おちゃのみず,オチャノミズ,あ,
ochanomizu-tokyo-chiyodaku,おちゃのみず,オチャノミズ,あ,
odakyuutamasentaa-tokyo-tamashi,おだきゅうたませんたー,オダキュウタマセンター,あ,
oginoshiro-niigata-izumozakimachi,おぎのじょう,オギノジョウ,あ,
ona-shizuoka-hamamatsushi,おな,オナ,あ,
ookawadamukouen-fukushima-aizuwakamatsushi,おおかわだむこうえん,オオカワダムコウエン,あ,
ookusukanarupaakuhoterutoyamamae-toyama-toyamashi,おーくすかなるぱーくほてるとやままえ,オークスカナルパークホテルトヤママエ,あ,
oomori.kinjougakuinmae-aichi-nagoyashi,おおもり・きんじょうがくいんまえ,オオモリ・キンジョウガクインマエ,あ,中黒は駅名の一部
oosakabijinesupaaku-osaka-oosakashi,おおさかびじねすぱーく,オオサカビジネスパーク,あ,
ootemooru-toyama-toyamashi,おおてもーる,オオテモール,あ,
ootsuka.teikyoudaigaku-tokyo-hachioujishi,おおつか・ていきょうだいがく,オオツカ・テイキョウダイガク,あ,中黒は駅名の一部
ooyamakeeburu-kanagawa-iseharashi,おおやまけーぶる,オオヤマケーブル,あ,
orenjitaun-kagawa-sanukishi,おれんじたうん,オレンジタウン,あ,
oujikamiya-tokyo-kitaku,おうじかみや,オウジカミヤ,あ,
oumijinguumae-shiga-ootsushi,おうみじんぐうまえ,オウミジングウマエ,あ,
poototaaminaru-hyogo-koubeshi,ぽーとたーみなる,ポートターミナル,は,
poototaunhigashi-osaka-oosakashi,ぽーとたうんひがし,ポートタウンヒガシ,は,
poototaunnishi-osaka-oosakashi,ぽーとたうんにし,ポートタウンニシ,は,
randentenjinkawa-kyoto-kyoutoshi,らんでんてんじんがわ,ランデンテンジンガワ,ら,嵐電=らんでん
reiwakosutayukuhashi-fukuoka-yukuhashishi,れいわこすたゆくはし,レイワコスタユクハシ,ら,令和=れいわ
rikuzenharanomachi-miyagi-sendaishi,りくぜんはらのまち,リクゼンハラノマチ,ら,
rinkuutaun-osaka-izumisanoshi,りんくうたうん,リンクウタウン,ら,
ritsukehana-nagano-naganoshi,たてがはな,タテガハナ,た,
rizootogeetouei･suteeshon-chiba-urayasushi,りぞーとげーとうぇい・すてーしょん,リゾートゲートウェイ・ステーション,ら,
roizutaun-hokkaido-toubetsumachi,ろいずたうん,ロイズタウン,ら,
rokkoukeeburushita-hyogo-koubeshi,ろっこうけーぶるした,ロッコウケーブルシタ,ら,下=した
roopuueiiriguchi-hokkaido-sapporoshi,ろーぷうぇいいりぐち,ロープウェイイリグチ,ら,
ryuugasaki-ibaraki-ryuugasakishi,りゅうがさき,リュウガサキ,ら,
ryuukemizu-kagoshima-kagoshimashi,りゅうがみず,リュウガミズ,ら,
ryuukesakishi-ibaraki-ryuugasakishi,りゅうがさきし,リュウガサキシ,ら,
ryuukokutoyamakoukoumae（eirakuchou）-toyama-toyamashi,りゅうこくとやまこうこうまえ（えいらくちょう）,リュウコクトヤマコウコウマエ（エイラクチョウ）,ら,龍谷=りゅうこく 町=ちょう
ryuutsuusentaa-tokyo-ootaku,りゅうつうせんたー,リュウツウセンター,ら,
saginomiya-tokyo-nakanoku,さぎのみや,サギノミヤ,さ,
saisen9jouasahiyamakouentoori-hokkaido-sapporoshi,にしせんくじょうあさひやまこうえんどおり,ニシセンクジョウアサヒヤマコウエンドオリ,な,
saishinchuuou-hyogo-koubeshi,せいしんちゅうおう,セイシンチュウオウ,さ,
saishinminami-hyogo-koubeshi,せいしんみなみ,セイシンミナミ,さ,西神=せいしん
saishinraku-hokkaido-asahikawashi,にしかぐら,ニシカグラ,な,
saishuniryousentaamae-kumamoto-koushishi,さいしゅんいりょうせんたーまえ,サイシュンイリョウセンターマエ,さ,再春=さいしゅん
sakanoshi-oita-ooitashi,さかのいち,サカノイチ,さ,
sakayukiue-kagoshima-kagoshimashi,さかのうえ,サカノウエ,さ,
sakuragaoka-kanagawa-yamatoshi,さくらがおか,サクラガオカ,さ,
sakuranomiya-osaka-oosakashi,さくらのみや,サクラノミヤ,さ,
sakuuminokuchi-nagano-nanmokumura,さくうみのくち,サクウミノクチ,さ,
sandoomunishi-fukui-sabaeshi,さんどーむにし,サンドームニシ,さ,
sangyoushinkousentaa-kanagawa-yokohamashi,さんぎょうしんこうせんたー,サンギョウシンコウセンター,さ,
sanjuuhachisha-fukui-sabaeshi,さんじゅうはっしゃ,サンジュウハッシャ,さ,
sankemori-fukuoka-kitakyuushuushi,さんがもり,サンガモリ,さ,
sankene-aichi-koudamachi,さんがね,サンガネ,さ,
sankenichi-shizuoka-hamamatsushi,みっかび,ミッカビ,ま,
sankeyamaguchi-osaka-kaizukashi,さんがやまぐち,サンガヤマグチ,さ,
sannomiya-hyogo-koubeshi,さんのみや,サンノミヤ,さ,
sannomiya.hanadokeimae-hyogo-koubeshi,さんのみや・はなどけいまえ,サンノミヤ・ハナドケイマエ,さ,中黒は駅名の一部
sannowa-tokyo-taitouku,みのわ,ミノワ,ま,
sannowahashi-tokyo-arakawaku,みのわばし,ミノワバシ,ま,橋=ばし
santsuishi-kumamoto-koushishi,みついし,ミツイシ,ま,
santsumatsu-osaka-kaizukashi,みつまつ,ミツマツ,ま,
santsusakai-kanagawa-yokohamashi,みつきょう,ミツキョウ,ま,三ツ境=みつきょう
santsusawakamimachi-kanagawa-yokohamashi,みつざわかみちょう,ミツザワカミチョウ,ま,町=ちょう
santsusawashitamachi-kanagawa-yokohamashi,みつざわしもちょう,ミツザワシモチョウ,ま,町=ちょう
santsuya-ishikawa-kanazawashi,みつや,ミツヤ,ま,
sapporobiiruteien-hokkaido-eniwashi,さっぽろびーるていえん,サッポロビールテイエン,さ,
sasashimaraibu-aichi-nagoyashi,ささしまらいぶ,ササシマライブ,さ,
sassa-nagasaki-sasamachi,さざ,サザ,さ,佐々=さざ 々展開
sawanomachi-osaka-oosakashi,さわのちょう,サワノチョウ,さ,町=ちょう 要確認
sayamakeoka-saitama-tokorozawashi,さやまがおか,サヤマガオカ,さ,
seikantonnerukinenkan-aomori-sotohamachou,せいかんとんねるきねんかん,セイカントンネルキネンカン,さ,
seikei-shiga-maibarashi,さめがい,サメガイ,さ,
seisekisakuragaoka-tokyo-tamashi,せいせきさくらがおか,セイセキサクラガオカ,さ,
sendagaya-tokyo-shibuyaku,せんだがや,センダガヤ,さ,
senryouketaki-nagasaki-saseboshi,せんりゅうがたき,センリュウガタキ,さ,
sentaakita-kanagawa-yokohamashi,せんたーきた,センターキタ,さ,
sentaaminami-kanagawa-yokohamashi,せんたーみなみ,センターミナミ,さ,
shadai-hokkaido-shiraoimachi,しゃだい,シャダイ,さ,社台=しゃだい
shake-kanagawa-ebinashi,しゃけ,シャケ,さ,
shakujiikouen-tokyo-nerimaku,しゃくじいこうえん,シャクジイコウエン,さ,
shamachi-hyogo-katoushi,やしろちょう,ヤシロチョウ,や,要確認
shichikegakutozanguchi-fukushima-minamiaizumachi,ななつがたけとざんぐち,ナナツガタケトザングチ,な,
shichirikehama-kanagawa-kamakurashi,しちりがはま,シチリガハマ,さ,
shimajinmei-mie-shimashi,しましんめい,シマシンメイ,さ,
shimakehara-mie-igashi,しまがはら,シマガハラ,さ,
shimanokan-shiga-ootsushi,しまのせき,シマノセキ,さ,
shimonogou-nagano-uedashi,しものごう,シモノゴウ,さ,
shimousakanzaki-chiba-kanzakimachi,しもうさこうざき,シモウサコウザキ,さ,
shinagawashiisaido-tokyo-shinagawaku,しながわしーさいど,シナガワシーサイド,さ,
shinami-yamaguchi-ubeshi,きわ,キワ,か,岐波=きわ
shinkamaketani-chiba-kamagayashi,しんかまがや,シンカマガヤ,さ,
shinkoube-hyogo-koubeshi,しんこうべ,シンコウベ,さ,
shinkyuudaigakumae-kyoto-minaminishi,しんきゅうだいがくまえ,シンキュウダイガクマエ,さ,鍼灸=しんきゅう
shinmeichou-osaka-sakaishi,しんめいちょう,シンメイチョウ,さ,町=ちょう
shinnokuchi-nara-kashiharashi,しんのくち,シンノクチ,さ,
shinnouhara-gunma-tomiokashi,かのはら,カノハラ,か,
shinochanomizu-tokyo-chiyodaku,しんおちゃのみず,シンオチャノミズ,さ,
shinokawa-kumamoto-asoshi,いちのかわ,イチノカワ,あ,
shinonoi-nagano-naganoshi,しののい,シノノイ,さ,
shinose-yamanashi-minobumachi,いちのせ,イチノセ,あ,
shinryou-aichi-kasugaishi,じんりょう,ジンリョウ,さ,神領=じんりょう
shinsounoki-toyama-kamiichimachi,しんあいのき,シンアイノキ,さ,相ノ木=あいのき
shintetsudoujou-hyogo-koubeshi,しんてつどうじょう,シンテツドウジョウ,さ,神鉄=しんてつ
shintetsurokkou-hyogo-koubeshi,しんてつろっこう,シンテツロッコウ,さ,
shinyurikeoka-kanagawa-kawasakishi,しんゆりがおか,シンユリガオカ,さ,百合=ゆり
shinzen-kagawa-sanukishi,かんざき,カンザキ,か,神前=かんざき（ことでん）
shinzen-wakayama-wakayamashi,こうざき,コウザキ,か,神前=こうざき（和歌山電鐵）
shinzoukekkansentaa-gunma-maebashishi,しんぞうけっかんせんたー,シンゾウケッカンセンター,さ,
shionomiya-osaka-kawachinaganoshi,しおのみや,シオノミヤ,さ,
shioyukisawa-yamanashi-minobumachi,しおのさわ,シオノサワ,さ,
shirakamigakutozanguchi-aomori-fukauramachi,しらかみだけとざんぐち,シラカミダケトザングチ,さ,岳=だけ
shiritsutaiikukanmae（kenchoutoori）-kumamoto-kumamotoshi,しりつたいいくかんまえ（けんちょうどおり）,シリツタイイクカンマエ（ケンチョウドオリ）,さ,
shiromikeoka-chiba-ootakimachi,しろみがおか,シロミガオカ,さ,
shiroukehara-yamaguchi-mineshi,しろうがはら,シロウガハラ,さ,
shishigayaookura-tokyo-setagayaku,そしがやおおくら,ソシガヤオオクラ,さ,祖師ヶ谷=そしがや
shitajinmei-tokyo-shinagawaku,しもしんめい,シモシンメイ,さ,
shitanokou-oita-kyuushoshi,したのえ,シタノエ,さ,
shitennoujimaeyuuhikeoka-osaka-oosakashi,してんのうじまえゆうひがおか,シテンノウジマエユウヒガオカ,さ,前=まえ
shitsuhashi-osaka-oosakashi,よつばし,ヨツバシ,や,四ツ橋=よつばし
shitsuki-tokyo-katsushikaku,よつぎ,ヨツギ,や,
shitsukoya-akita-akitashi,よつごや,ヨツゴヤ,や,
shitsukura-fukushima-iwakishi,よつくら,ヨツクラ,や,
shitsutani-tokyo-chiyodaku,よつや,ヨツヤ,や,
shitsutani-tokyo-shinjukuku,よつや,ヨツヤ,や,
shouinjinjamae-tokyo-setagayaku,しょういんじんじゃまえ,ショウインジンジャマエ,さ,神社=じんじゃ
shoukousentaairiguchi-hiroshima-hiroshimashi,しょうこうせんたーいりぐち,ショウコウセンターイリグチ,さ,
sodegaura-chiba-sodegaurashi,そでがうら,ソデガウラ,さ,
sonamikami-miyagi-ishinomakishi,そばかみ,ソバカミ,さ,曽波神=そばかみ
soshioryuutsuusentaa-saitama-kumagayashi,そしおりゅうつうせんたー,ソシオリュウツウセンター,さ,
soudai-mie-matsusakashi,こいしろ,コイシロ,か,漕代=こいしろ
sougourihabirisentaa-aichi-nagoyashi,そうごうりはびりせんたー,ソウゴウリハビリセンター,さ,
souja-okayama-soushashi,そうじゃ,ソウジャ,さ,
sounoki-toyama-kamiichimachi,あいのき,アイノキ,あ,
sounono-akita-yokoteshi,あいのの,アイノノ,あ,相野々=あいのの 々展開
sukekuchi-aichi-kiyosushi,すかぐち,スカグチ,さ,
sukuriin-shiga-hikoneshi,すくりーん,スクリーン,さ,
suminoekouen-osaka-oosakashi,すみのえこうえん,スミノエコウエン,さ,
sumiyoshitaisha-osaka-oosakashi,すみよしたいしゃ,スミヨシタイシャ,さ,
supeesuwaarudo-fukuoka-kitakyuushuushi,すぺーすわーるど,スペースワールド,さ,
supootsukouen-fukui-etsuzenshi,すぽーつこうえん,スポーツコウエン,さ,
supootsusentaa-chiba-chibashi,すぽーつせんたー,スポーツセンター,さ,
suwajinja-nagasaki-nagasakishi,すわじんじゃ,スワジンジャ,さ,
suwanomori-osaka-sakaishi,すわのもり,スワノモリ,さ,
suwanotaira-aomori-nanbumachi,すわのたいら,スワノタイラ,さ,
suzukasaakittoinao-mie-suzukashi,すずかさーきっといのう,スズカサーキットイノウ,さ,稲生=いのう
tagataishamae-shiga-tagamachi,たがたいしゃまえ,タガタイシャマエ,た,
tainohama-tokushima-minamimachi,たいのはま,タイノハマ,た,
tainose-wakayama-wakayamashi,たいのせ,タイノセ,た,
takami-gifu-gifushi,たがみ,タガミ,た,
takaminosato-osaka-matsubarashi,たかみのさと,タカミノサト,た,高見ノ里=たかみのさと
takanawageetouei-tokyo-minatoku,たかなわげーとうぇい,タカナワゲートウェイ,た,
takanoko-ehime-matsuyamashi,たかのこ,タカノコ,た,
takanomiya-shimane-matsueshi,たかのみや,タカノミヤ,た,
takanosu-akita-kitaakitashi,たかのす,タカノス,た,
takarakeike-kyoto-kyoutoshi,たからがいけ,タカラガイケ,た,
takasujinja-osaka-sakaishi,たかすじんじゃ,タカスジンジャ,た,
takenjinjamae-aichi-omakishi,たがたじんじゃまえ,タガタジンジャマエ,た,
takenotsuka-tokyo-adachiku,たけのつか,タケノツカ,た,
takeyukihashi-kagoshima-kagoshimashi,たけのはし,タケノハシ,た,武之橋=たけのはし
takinokan-akita-hachiminemachi,たきのま,タキノマ,た,
takinoue-hokkaido-yuubarishi,たきのうえ,タキノウエ,た,
tamanoi-aichi-ichinomiyashi,たまのい,タマノイ,た,
tamapuraaza-kanagawa-yokohamashi,たまぷらーざ,タマプラーザ,た,
tamasentaa-tokyo-tamashi,たませんたー,タマセンター,た,
tamayukikou-ehime-saijoushi,たまのえ,タマノエ,た,
tanboaato-aomori-inakadatemura,たんぼあーと,タンボアート,た,
tangokanzaki-kyoto-maizurushi,たんごかんざき,タンゴカンザキ,た,
taniyukikuchi-miyazaki-nichinanshi,たにのくち,タニノクチ,た,
tanosato-kochi-susakishi,たのごう,タノゴウ,た,多ノ郷=たのごう
taroumaruenzerurando-fukui-sakaishi,たろうまるえんぜるらんど,タロウマルエンゼルランド,た,
tatsumikeoka-aichi-aguimachi,たつみがおか,タツミガオカ,た,
tekunosakaki-nagano-sakakimachi,てくのさかき,テクノサカキ,た,
tenjin-fukuoka-fukuokashi,てんじん,テンジン,た,
tenjinbashisujirokuchoume-osaka-oosakashi,てんじんばしすじろくちょうめ,テンジンバシスジロクチョウメ,た,
tenjinkawa-hiroshima-hiroshimashi,てんじんがわ,テンジンガワ,た,川=がわ
tenjinminami-fukuoka-fukuokashi,てんじんみなみ,テンジンミナミ,た,
tenjinnomori-osaka-oosakashi,てんじんのもり,テンジンノモリ,た,
tenjinyama-oita-yuushi,てんじんやま,テンジンヤマ,た,
tenkese-oita-nittashi,あまがせ,アマガセ,あ,
tennouzuairu-tokyo-shinagawaku,てんのうずあいる,テンノウズアイル,た,洲=ず
tenoko-yamagata-iidemachi,てのこ,テノコ,た,
tenou-hiroshima-kureshi,てんのう,テンノウ,た,天応=てんのう
terekomusentaa-tokyo-koutouku,てれこむせんたー,テレコムセンター,た,
tetsunai-kochi-kouchishi,こうない,コウナイ,か,咥内=こうない
todenzatsutsukasaketani-tokyo-toshimaku,とでんぞうしがや,トデンゾウシガヤ,た,
tokushige.nagoyageidai-aichi-kitanagoyashi,とくしげ・なごやげいだい,トクシゲ・ナゴヤゲイダイ,た,中黒は駅名の一部
tomamu-hokkaido-shimukappumura,とまむ,トマム,た,
toranomon-tokyo-minatoku,とらのもん,トラノモン,た,
toranomonhiruzu-tokyo-minatoku,とらのもんひるず,トラノモンヒルズ,た,
toreedosentaamae-osaka-oosakashi,とれーどせんたーまえ,トレードセンターマエ,た,
torinoki-ehime-iyoshi,とりのき,トリノキ,た,
torokkoarashiyama-kyoto-kyoutoshi,とろっこあらしやま,トロッコアラシヤマ,た,
torokkohozukyou-kyoto-kyoutoshi,とろっこほづきょう,トロッコホヅキョウ,た,
torokkokameoka-kyoto-kameokashi,とろっこかめおか,トロッコカメオカ,た,
torokkosaga-kyoto-kyoutoshi,とろっこさが,トロッコサガ,た,
tottorinosou-osaka-hannanshi,とっとりのしょう,トットリノショウ,た,
toubuwaarudosukuuea-tochigi-nikkoushi,とうぶわーるどすくうぇあ,トウブワールドスクウェア,た,
toujiin.ritsumeikandaigakukinugasakyanpasumae-kyoto-kyoutoshi,とうじいん・りつめいかんだいがくきぬがさきゃんぱすまえ,トウジイン・リツメイカンダイガクキヌガサキャンパスマエ,た,中黒は駅名の一部
toukakami-chiba-funabashishi,とうかいじん,トウカイジン,た,東海神=とうかいじん
toukyoubiggusaito-tokyo-koutouku,とうきょうびっぐさいと,トウキョウビッグサイト,た,
toukyoudizuniirando･suteeshon-chiba-urayasushi,とうきょうでぃずにーらんど・すてーしょん,トウキョウディズニーランド・ステーション,た,
toukyoudizuniishii･suteeshon-chiba-urayasushi,とうきょうでぃずにーしー・すてーしょん,トウキョウディズニーシー・ステーション,た,
toukyoukokusaikuruuzutaaminaru-tokyo-koutouku,とうきょうこくさいくるーずたーみなる,トウキョウコクサイクルーズターミナル,た,
toukyousukaitsurii-tokyo-sumidaku,とうきょうすかいつりー,トウキョウスカイツリー,た,
toukyouterepooto-tokyo-koutouku,とうきょうてれぽーと,トウキョウテレポート,た,
tounaminokou-ibaraki-shimozumashi,とばのえ,トバノエ,た,
tounosawa-kanagawa-hakonemachi,とうのさわ,トウノサワ,た,
tousousha-okayama-soushashi,ひがしそうじゃ,ヒガシソウジャ,は,
toyotamobiriteitoyamagsukueagofukumae（gofukusuehirochou）-toyama-toyamashi,とよたもびりてぃとやまじーすくえあごふくまえ（ごふくすえひろちょう）,トヨタモビリティトヤマジースクエアゴフクマエ（ゴフクスエヒロチョウ）,た,町=ちょう
tsuga.mikita-osaka-sakaishi,つが・みきた,ツガ・ミキタ,た,中黒は駅名の一部
tsunoi-tottori-tottorishi,つのい,ツノイ,た,
tsunomori-shimane-matsueshi,つのもり,ツノモリ,た,
tsurugamine-kanagawa-yokohamashi,つるがみね,ツルガミネ,た,鶴ヶ峰=つるがみね
tsurukeoka-osaka-oosakashi,つるがおか,ツルガオカ,た,
tsurukesaka-aomori-aomorishi,つるがさか,ツルガサカ,た,
tsurukeshima-saitama-kawagoeshi,つるがしま,ツルガシマ,た,
tsushimanomiya-kagawa-mitoyoshi,つしまのみや,ツシマノミヤ,た,
tsutsujigaoka-miyagi-sendaishi,つつじがおか,ツツジガオカ,た,
tsutsujikeoka-tokyo-choufushi,つつじがおか,ツツジガオカ,た,
tsuzumikeura-mie-suzukashi,つづみがうら,ツヅミガウラ,た,
uddeitaunchuuou-hyogo-mitashi,うっでぃたうんちゅうおう,ウッディタウンチュウオウ,あ,
uege-aichi-taketoyomachi,あげ,アゲ,あ,上ゲ=あげ
uenoshou-mie-matsusakashi,かみのしょう,カミノショウ,か,
uenotaishi-osaka-habikinoshi,かみのたいし,カミノタイシ,か,
uesupatsubakiyama-aomori-fukauramachi,うぇすぱつばきやま,ウェスパツバキヤマ,あ,椿山=つばきやま
ugoshitsuya-akita-daisenshi,うごよつや,ウゴヨツヤ,あ,
umekeoka-tokyo-setagayaku,うめがおか,ウメガオカ,あ,
umekesawa-miyagi-toyoneshi,うめがさわ,ウメガサワ,あ,
umeketani-mie-daiosamumachi,うめがたに,ウメガタニ,あ,
umeketouge-yamaguchi-shimonosekishi,うめがとうげ,ウメガトウゲ,あ,峠=とうげ
umigami-chiba-funabashishi,かいじん,カイジン,か,海神=かいじん（京成本線）
uminochuudou-fukuoka-fukuokashi,うみのなかみち,ウミノナカミチ,あ,
uminokuchi-nagano-oomachishi,うみのくち,ウミノクチ,あ,
unomachi-ehime-nishishi,うのまち,ウノマチ,あ,
uranosaki-saga-imarishi,うらのさき,ウラノサキ,あ,
ushigomekagurazaka-tokyo-shinjukuku,うしごめかぐらざか,ウシゴメカグラザカ,あ,
ushikehara-fukui-oonoshi,うしがはら,ウシガハラ,あ,
ushinohama-kagoshima-akuneshi,うしのはま,ウシノハマ,あ,
ushinotani-fukui-awarashi,うしのたに,ウシノタニ,あ,
uzumasatenjinkawa-kyoto-kyoutoshi,うずまさてんじんがわ,ウズマサテンジンガワ,あ,天神川=てんじんがわ
wani-shiga-ootsushi,わに,ワニ,わ,和邇=わに
yabukami-niigata-uonumashi,やぶかみ,ヤブカミ,や,藪神=やぶかみ
yagami-okayama-niimishi,やがみ,ヤガミ,や,
yagisawa.miyakotandai-iwate-miyafurushi,やぎさわ・みやこたんだい,ヤギサワ・ミヤコタンダイ,や,中黒は駅名の一部
yakujin-hyogo-kakogawashi,やくじん,ヤクジン,や,
yamanokuchi-miyazaki-miyakonojoushi,やまのくち,ヤマノクチ,や,
yamanome-iwate-ichizekishi,やまのめ,ヤマノメ,や,
yamanonai-hiroshima-shoubarashi,やまのうち,ヤマノウチ,や,
yamanonai-kyoto-kyoutoshi,やまのうち,ヤマノウチ,や,
yanagikeura-oita-usashi,やなぎがうら,ヤナギガウラ,や,
yasukokeshima-fukushima-kooriyamashi,あこがしま,アコガシマ,あ,安子ヶ島=あこがしま
yomiurirandomae-kanagawa-kawasakishi,よみうりらんどまえ,ヨミウリランドマエ,や,
yorunomori-fukushima-tomiokamachi,よのもり,ヨノモリ,や,夜ノ森=よのもり
yoshiminosato-osaka-tajirimachi,よしみのさと,ヨシミノサト,や,
