station_group_slug,station_name,generated_hiragana,generated_katakana,generated_initial_kana,reason
"keeburuyamagami-hyogo-kawanishishi","ケーブル山上","ケーブルさんじょう","ケーブルサンジョウ","その他","katakana_remains;special_char"
"keeburuyase-kyoto-kyoutoshi","ケーブル八瀬","ケーブルはちせ","ケーブルハチセ","その他","katakana_remains;special_char"
"keikyuuhigashikanagawa-kanagawa-yokohamashi","京急東神奈川","きょうきゅうひがしかながわ","キョウキュウヒガシカナガワ","か","special_char"
"keiouhorinouchi-tokyo-hachioujishi","京王堀之内","けいおうほりのうち","ケイオウホリノウチ","か","special_char"
"keioutamasentaa-tokyo-tamashi","京王多摩センター","けいおうたまセンター","ケイオウタマセンター","か","katakana_remains"
"keiouyomiurirando-tokyo-inagishi","京王よみうりランド","けいおうよみうりランド","ケイオウヨミウリランド","か","katakana_remains"
"keisankagakusentaa-hyogo-koubeshi","計算科学センター","けいさんかがくセンター","ケイサンカガクセンター","か","katakana_remains"
"keiseihikifune-tokyo-sumidaku","京成曳舟","けいせい曳ふね","ケイセイ曳フネ","か","kanji_remains"
"kiboukeoka-kanagawa-yokohamashi","希望ヶ丘","きぼうがおか","キボウガオカ","か","special_char"
"kiikamiya-wakayama-takanomachi","紀伊神谷","きいかみや","キイカミヤ","か","special_char"
"kiinakanoshima-wakayama-wakayamashi","紀伊中ノ島","きいなかノしま","キイナカノシマ","か","katakana_remains;special_char"
"kiiurakami-wakayama-nachikatsuuramachi","紀伊浦神","きいうらがみ","キイウラガミ","か","special_char"
"kinkesaki-iwate-kanegasakimachi","金ヶ崎","かねがさき","カネガサキ","か","special_char"
"kinohon-shiga-nagahamashi","木ノ本","きノもと","キノモト","か","katakana_remains;special_char"
"kinokawa-wakayama-wakayamashi","紀ノ川","きノかわ","キノカワ","か","katakana_remains;special_char"
"kinoshita-nagano-minowamachi","木ノ下","きノした","キノシタ","か","katakana_remains;special_char"
"kirishimajinguu-kagoshima-kirishimashi","霧島神宮","きりしまじんぐう","キリシマジングウ","か","special_char"
"kishimojinmae-tokyo-toshimaku","鬼子母神前","きしぼじんまえ","キシボジンマエ","か","special_char"
"kitachigasaki-kanagawa-chigasakishi","北茅ヶ崎","きたちがさき","キタチガサキ","か","special_char"
"kitahorinouchi-niigata-uonumashi","北堀之内","きたほりのうち","キタホリノウチ","か","special_char"
"kitakinkesawa-aomori-fukauramachi","北金ヶ沢","きたかねがさわ","キタカネガサワ","か","special_char"
"kitakoube-gifu-koubemachi","北神戸","きたこうべ","キタコウベ","か","special_char"
"kitashin.matsumotodaigakumae-nagano-matsumotoshi","北新・松本大学前","きたしん・まつもとだいがくまえ","キタシン・マツモトダイガクマエ","か","katakana_remains"
"kitsunekesaki-shizuoka-shizuokashi","狐ヶ崎","きつねヶさき","キツネヶサキ","か","kanji_remains;katakana_remains;special_char"
"kiyoshikoujin-hyogo-takarazukashi","清荒神","きよしこうじん","キヨシコウジン","か","special_char"
"koganejoushi-chiba-matsudoshi","小金城趾","しょうきんじょう趾","ショウキンジョウ趾","さ","kanji_remains"
"koigakubo-tokyo-kokubunjishi","恋ヶ窪","こいがくぼ","コイガクボ","か","special_char"
"kokusaisentaa-aichi-nagoyashi","国際センター","こくさいセンター","コクサイセンター","か","katakana_remains"
"kokusaisentaa-miyagi-sendaishi","国際センター","こくさいセンター","コクサイセンター","か","katakana_remains"
"komagane-nagano-komaganeshi","駒ヶ根","こまがね","コマガネ","か","special_char"
"komakegaku-hokkaido-morimachi","駒ヶ岳","こまがだけ","コマガダケ","か","special_char"
"komakehayashi-hyogo-koubeshi","駒ヶ林","こまヶりん","コマヶリン","か","kanji_remains;katakana_remains;special_char"
"komakemine-fukushima-shinjimachi","駒ヶ嶺","こまがみね","コマガミネ","か","special_char"
"komaketani-osaka-habikinoshi","駒ヶ谷","こまがたに","コマガタニ","か","special_char"
"komenotsu-kagoshima-izumishi","米ノ津","こめノつ","コメノツ","か","katakana_remains;special_char"
"komurajinjamae-kochi-hidakamura","小村神社前","こむらじんじゃまえ","コムラジンジャマエ","か","special_char"
"koshigayareikutaun-saitama-koshigayashi","越谷レイクタウン","こしがやレイクタウン","コシガヤレイクタウン","か","katakana_remains"
"kosumosukuea-osaka-oosakashi","コスモスクエア","コスモスクエア","コスモスクエア","その他","katakana_remains"
"koube-aichi-taharashi","神戸","こうべ","コウベ","か","special_char"
"koube-gunma-midorishi","神戸","こうべ","コウベ","か","special_char"
"koube-hyogo-koubeshi","神戸","こうべ","コウベ","か","special_char"
"koubekuukou-hyogo-koubeshi","神戸空港","こうべくうこう","コウベクウコウ","か","special_char"
"koubesannomiya-hyogo-koubeshi","神戸三宮","こうべさんのみや","コウベサンノミヤ","か","special_char"
"koumi-gifu-motosushi","神海","こうみ","コウミ","か","special_char"
"kounoshima-kanagawa-fujisawashi","江ノ島","えノしま","エノシマ","あ","katakana_remains;special_char"
"kounotorinosato-hyogo-toyookashi","コウノトリの郷","コウノトリのさと","コウノトリノサト","その他","katakana_remains;special_char"
"kousokukoube-hyogo-koubeshi","高速神戸","こうそくこうべ","コウソクコウベ","か","special_char"
"koutsuusentaamae-wakayama-wakayamashi","交通センター前","こうつうセンターまえ","コウツウセンターマエ","か","katakana_remains"
"kouyagorufubamae-hyogo-mikishi","広野ゴルフ場前","ひろのゴルフじょうまえ","ヒロノゴルフジョウマエ","は","katakana_remains"
"kouyukihara-oita-yuushi","向之原","むかいのはる","ムカイノハル","ま","special_char"
"kumagane-miyagi-sendaishi","熊ヶ根","くまがね","クマガネ","か","special_char"
"kumamotojou.shiyakushomae-kumamoto-kumamotoshi","熊本城・市役所前","くまもとじょう・しやくしょまえ","クマモトジョウ・シヤクショマエ","か","katakana_remains"
"kumayukishiro-kagoshima-satsumasendaishi","隈之城","くまのじょう","クマノジョウ","か","special_char"
"kunkehama-chiba-choushishi","君ヶ浜","きみがはま","キミガハマ","か","special_char"
"kurepootopia-hiroshima-kureshi","呉ポートピア","ごポートピア","ゴポートピア","か","katakana_remains"
"kurumazakijinja-kyoto-kyoutoshi","車折神社","くるまおりじんじゃ","クルマオリジンジャ","か","special_char"
"kushikehama-yamaguchi-shuuminamiichi","櫛ヶ浜","くしヶはま","クシヶハマ","か","kanji_remains;katakana_remains;special_char"
"kuukoudai2biru-chiba-naritashi","空港第2ビル","くうこうだい2ビル","クウコウダイ2ビル","か","katakana_remains"
"kyoukese-niigata-aganoichi","京ヶ瀬","きょうがせ","キョウガセ","か","special_char"
"kyouseramae-shiga-higashioumishi","京セラ前","きょうセラまえ","キョウセラマエ","か","katakana_remains"
"kyuukaniryousentaamae-toyama-takaokashi","急患医療センター前","きゅうかんいりょうセンターまえ","キュウカンイリョウセンターマエ","か","katakana_remains"
"kyuukyoryuuchi.daimarumae-hyogo-koubeshi","旧居留地・大丸前","きゅうきょりゅうち・だいまるまえ","キュウキョリュウチ・ダイマルマエ","か","katakana_remains"
"kyuunohama-fukushima-iwakishi","久ノ浜","ひさノはま","ヒサノハマ","は","katakana_remains;special_char"
"maeyukihama-kagoshima-kagoshimashi","前之浜","まえのはま","マエノハマ","ま","special_char"
"makino-shiga-takashimashi","マキノ","マキノ","マキノ","その他","katakana_remains;special_char"
"manketsuka-miyazaki-miyakonojoushi","万ヶ塚","まんがつか","マンガツカ","ま","special_char"
"marinpaaku-hyogo-koubeshi","マリンパーク","マリンパーク","マリンパーク","その他","katakana_remains"
"marunouchi-aichi-kiyosushi","丸ノ内","まるノうち","マルノウチ","ま","katakana_remains;special_char"
"matsuefoogerupaaku-shimane-matsueshi","松江フォーゲルパーク","まつえフォーゲルパーク","マツエフォーゲルパーク","ま","katakana_remains"
"matsueingurisshugaadenmae-shimane-matsueshi","松江イングリッシュガーデン前","まつえイングリッシュガーデンまえ","マツエイングリッシュガーデンマエ","ま","katakana_remains"
"matsugasaki-kyoto-kyoutoshi","松ヶ崎","まつがさき","マツガサキ","ま","special_char"
"matsugasaki-mie-matsusakashi","松ヶ崎","まつがさき","マツガサキ","ま","special_char"
"matsukami-aomori-fukauramachi","松神","まつがみ","マツガミ","ま","special_char"
"matsukeura-kagoshima-minamikyuushuushi","松ヶ浦","まつヶうら","マツヶウラ","ま","kanji_remains;katakana_remains;special_char"
"matsunobaba-shiga-ootsushi","松ノ馬場","まつノばば","マツノババ","ま","katakana_remains;special_char"
"matsunohama-osaka-izumiootsushi","松ノ浜","まつノはま","マツノハマ","ま","katakana_remains;special_char"
"matsuotaisha-kyoto-kyoutoshi","松尾大社","まつおたいしゃ","マツオタイシャ","ま","special_char"
"mayakeeburu-hyogo-koubeshi","摩耶ケーブル","まやケーブル","マヤケーブル","ま","katakana_remains;special_char"
"medikarusentaa-nagasaki-nagasakishi","メディカルセンター","メディカルセンター","メディカルセンター","その他","katakana_remains"
"mefujinja-hyogo-takarazukashi","売布神社","めふじんじゃ","メフジンジャ","ま","special_char"
"meijijinguumae-tokyo-shibuyaku","明治神宮前","めいじじんぐうまえ","メイジジングウマエ","ま","special_char"
"michinoo-nagasaki-nagasakishi","道ノ尾","みちノお","ミチノオ","ま","katakana_remains;special_char"
"mikunijinja-fukui-sakaishi","三国神社","さんこくじんじゃ","サンコクジンジャ","さ","special_char"
"mikunikeoka-osaka-sakaishi","三国ヶ丘","みくにがおか","ミクニガオカ","ま","special_char"
"minamiasaketani-tokyo-suginamiku","南阿佐ヶ谷","みなみあさがや","ミナミアサガヤ","ま","special_char"
"minamiasomizunoumarerusatoshirouzukougen-kumamoto-minamiasomura","南阿蘇水の生まれる里白水高原","みなみあそすいのうまれるさとしろみずこうげん","ミナミアソスイノウマレルサトシロミズコウゲン","ま","long_reading"
"minamihatoketani-saitama-kawaguchishi","南鳩ヶ谷","みなみはとがや","ミナミハトガヤ","ま","special_char"
"minamikamijou-nagano-hakubamura","南神城","みなみかみしろ","ミナミカミシロ","ま","special_char"
"minamimachidaguranberiipaaku-tokyo-machidashi","南町田グランベリーパーク","みなみまちだグランベリーパーク","ミナミマチダグランベリーパーク","ま","katakana_remains"
"minamiuddeitaun-hyogo-mitashi","南ウッディタウン","みなみウッディタウン","ミナミウッディタウン","ま","katakana_remains"
"misotenjinmae-kumamoto-kumamotoshi","味噌天神前","みそてんじんまえ","ミソテンジンマエ","ま","special_char"
"miyajimabootoreesuba-hiroshima-hatsukaichishi","宮島ボートレース場","みやじまボートレースじょう","ミヤジマボートレースジョウ","ま","katakana_remains"
"miyakehama-kagoshima-ibusukishi","宮ヶ浜","みやヶはま","ミヤヶハマ","ま","kanji_remains;katakana_remains;special_char"
"miyanoetsu-nagano-kisomachi","宮ノ越","みやノこし","ミヤノコシ","ま","katakana_remains;special_char"
"miyanomae-tokyo-arakawaku","宮ノ前","みやノまえ","ミヤノマエ","ま","katakana_remains;special_char"
"miyanoshita-kanagawa-hakonemachi","宮ノ下","みやノした","ミヤノシタ","ま","katakana_remains;special_char"
"miyanotaira-tokyo-oumeshi","宮ノ平","みやノひら","ミヤノヒラ","ま","katakana_remains;special_char"
"miyayukisaka-osaka-hirakatashi","宮之阪","みやのさか","ミヤノサカ","ま","special_char"
"miyazakijinguu-miyazaki-miyazakishi","宮崎神宮","みやざきじんぐう","ミヤザキジングウ","ま","special_char"
"miyoshikeoka-aichi-miyoshishi","三好ヶ丘","みよしがおか","ミヨシガオカ","ま","special_char"
"mizuumiyuukanshineki-shimane-izumoshi","湖遊館新駅","みずうみ遊かんしんえき","ミズウミ遊カンシンエキ","ま","kanji_remains"
"monkoyakujin-hyogo-nishinomiyashi","門戸厄神","もんこやくじん","モンコヤクジン","ま","special_char"
"monoreeruhamamatsuchou-tokyo-minatoku","モノレール浜松町","モノレールはままつまち","モノレールハママツマチ","その他","katakana_remains;special_char"
"moreragifu-gifu-motosushi","モレラ岐阜","モレラぎふ","モレラギフ","その他","katakana_remains"
"morinomiya-osaka-oosakashi","森ノ宮","もりノみや","モリノミヤ","ま","katakana_remains;special_char"
"moriuchikasakami-yamaguchi-iwakunishi","守内かさ神","しゅうちかさしん","シュウチカサシン","さ","special_char"
"motomachi.chuukagai-kanagawa-yokohamashi","元町・中華街","もとまち・ちゅうかがい","モトマチ・チュウカガイ","ま","katakana_remains"
"mukonosou-hyogo-amagasakishi","武庫之荘","むこのそう","ムコノソウ","ま","special_char"
"mukougaoka-aichi-toyohashishi","向ヶ丘","むこうがおか","ムコウガオカ","ま","special_char"
"mukougaokayuuen-kanagawa-kawasakishi","向ヶ丘遊園","むこうがおかゆうえん","ムコウガオカユウエン","ま","special_char"
"musashimizonokuchi-kanagawa-kawasakishi","武蔵溝ノ口","むさしみぞノくち","ムサシミゾノクチ","ま","katakana_remains;special_char"
"myoujin-tochigi-nikkoushi","明神","みょうじん","ミョウジン","ま","special_char"
"nagaokatenjin-kyoto-nagaokakyoushi","長岡天神","ながおかてんじん","ナガオカテンジン","な","special_char"
"nagareyamasentorarupaaku-chiba-nagareyamashi","流山セントラルパーク","ながれやまセントラルパーク","ナガレヤマセントラルパーク","な","katakana_remains"
"nagashimadamu-shizuoka-kawanehonmachi","長島ダム","ながしまダム","ナガシマダム","な","katakana_remains"
"nagoyadoomumaeyada-aichi-nagoyashi","ナゴヤドーム前矢田","ナゴヤドームぜんやた","ナゴヤドームゼンヤタ","その他","katakana_remains"
"naikekan-niigata-ojiyashi","内ヶ巻","うちがまき","ウチガマキ","あ","special_char"
"naiyukita-miyazaki-nichinanshi","内之田","うちのた","ウチノタ","あ","special_char"
"nakagami-tokyo-akishimashi","中神","なかがみ","ナカガミ","な","special_char"
"nakanojou-gunma-nakanojoumachi","中之条","なかのじょう","ナカノジョウ","な","special_char"
"nakanomachi-chiba-choushishi","仲ノ町","なかノまち","ナカノマチ","な","katakana_remains;special_char"
"nakanosawa-hokkaido-oshamanbemachi","中ノ沢","なかノさわ","ナカノサワ","な","katakana_remains;special_char"
"nakanoshou-shiga-ootsushi","中ノ庄","なかノしょう","ナカノショウ","な","katakana_remains;special_char"
"nakayukisato-mie-toppashi","中之郷","なかのごう","ナカノゴウ","な","special_char"
"nakayukishima-osaka-oosakashi","中之島","なかのしま","ナカノシマ","な","special_char"
"namekawaairando-chiba-kachiurashi","行川アイランド","なめかわアイランド","ナメカワアイランド","な","katakana_remains"
"nanatsuya-ishikawa-kanazawashi","七ツ屋","ななツや","ナナツヤ","な","katakana_remains"
"naruo.mukogawajoshidaimae-hyogo-nishinomiyashi","鳴尾・武庫川女子大前","なるお・むこがわじょしだいまえ","ナルオ・ムコガワジョシダイマエ","な","katakana_remains"
"nezumikekan-yamagata-tsuruokashi","鼠ヶ関","ねずがせき","ネズガセキ","な","special_char"
"nichinodemachi-kanagawa-yokohamashi","日ノ出町","ひノでまち","ヒノデマチ","は","katakana_remains;special_char"
"niijima々-nagano-matsumotoshi","新島々","にいじま々","ニイジマ々","な","kanji_remains"
"nijinomatsubara-saga-karatsushi","虹ノ松原","にじノまつばら","ニジノマツバラ","な","katakana_remains;special_char"
"ninkeoka-osaka-shijounawateshi","忍ヶ丘","しのぶヶおか","シノブヶオカ","さ","kanji_remains;katakana_remains;special_char"
"ninose-kyoto-kyoutoshi","二ノ瀬","にノせ","ニノセ","な","katakana_remains;special_char"
"nipponrainimawatari-gifu-kanishi","日本ライン今渡","にほんラインいまわたり","ニホンラインイマワタリ","な","katakana_remains"
"nisatokehama-wakayama-wakayamashi","二里ヶ浜","にりがはま","ニリガハマ","な","special_char"
"niseko-hokkaido-nisekomachi","ニセコ","ニセコ","ニセコ","その他","katakana_remains"
"nishieikeshima-hyogo-akashishi","西江井ヶ島","にしえいがしま","ニシエイガシマ","な","special_char"
"nishiharukouhaatopia-fukui-sakaishi","西春江ハートピア","にしはるえハートピア","ニシハルエハートピア","な","katakana_remains"
"nishiisahaya-nagasaki-soushi","西諫早","にし諫はや","ニシ諫ハヤ","な","kanji_remains"
"nishikehara-tokyo-kitaku","西ヶ原","にしがはら","ニシガハラ","な","special_char"
"nishikeharashiteime-tokyo-kitaku","西ヶ原四丁目","にしがはらよんちょうめ","ニシガハラヨンチョウメ","な","special_char"
"nishikehou-kochi-yonmanjuushi","西ヶ方","にしがほう","ニシガホウ","な","special_char"
"nishinokuchi-aichi-tokonameshi","西ノ口","にしノくち","ニシノクチ","な","katakana_remains;special_char"
"nishinokyou-nara-narashi","西ノ京","にしノきょう","ニシノキョウ","な","katakana_remains;special_char"
"nishinoshou-wakayama-wakayamashi","西ノ庄","にしノしょう","ニシノショウ","な","katakana_remains;special_char"
"nishitetsufukuoka（tenjin）-fukuoka-fukuokashi","西鉄福岡（天神）","にしてつふくおか（てんじん）","ニシテツフクオカ（テンジン）","な","special_char"
"nitsui-akita-noshiroshi","二ツ井","ふたツい","フタツイ","は","katakana_remains"
"nitsuiri-aichi-kiyosushi","二ツ杁","ふたツいり","フタツイリ","は","katakana_remains"
"nochi-okayama-niimishi","野馳","の馳","ノ馳","な","kanji_remains"
"nodahanshin-osaka-oosakashi","野田阪神","のだはんしん","ノダハンシン","な","special_char"
"noginama-yamanashi-tsurushi","禾生","禾せい","禾セイ","その他","kanji_remains"
"noofookuhiroba-fukuoka-kitakyuushuushi","ノーフォーク広場","ノーフォークひろば","ノーフォークヒロバ","その他","katakana_remains;special_char"
"numanohaji-hokkaido-tomakomaishi","沼ノ端","ぬまノはた","ヌマノハタ","な","katakana_remains;special_char"
"ochanomizu-tokyo-bunkyouku","御茶ノ水","おちゃノみず","オチャノミズ","あ","katakana_remains;special_char"
"ochanomizu-tokyo-chiyodaku","御茶ノ水","おちゃノみず","オチャノミズ","あ","katakana_remains;special_char"
"odakyuutamasentaa-tokyo-tamashi","小田急多摩センター","おだきゅうたまセンター","オダキュウタマセンター","あ","katakana_remains"
"oginoshiro-niigata-izumozakimachi","小木ノ城","おぎノじょう","オギノジョウ","あ","katakana_remains;special_char"
"ona-shizuoka-hamamatsushi","尾奈","お奈","オ奈","あ","kanji_remains"
"ookawadamukouen-fukushima-aizuwakamatsushi","大川ダム公園","おおかわダムこうえん","オオカワダムコウエン","あ","katakana_remains"
"ookusukanarupaakuhoterutoyamamae-toyama-toyamashi","オークスカナルパークホテル富山前","オークスカナルパークホテルとやままえ","オークスカナルパークホテルトヤママエ","その他","katakana_remains"
"oomori.kinjougakuinmae-aichi-nagoyashi","大森・金城学院前","おおもり・きんじょうがくいんまえ","オオモリ・キンジョウガクインマエ","あ","katakana_remains"
"oosakabijinesupaaku-osaka-oosakashi","大阪ビジネスパーク","おおさかビジネスパーク","オオサカビジネスパーク","あ","katakana_remains"
"ootemooru-toyama-toyamashi","大手モール","おおてモール","オオテモール","あ","katakana_remains"
"ootsuka.teikyoudaigaku-tokyo-hachioujishi","大塚・帝京大学","おおつか・ていきょうだいがく","オオツカ・テイキョウダイガク","あ","katakana_remains"
"ooyamakeeburu-kanagawa-iseharashi","大山ケーブル","おおやまケーブル","オオヤマケーブル","あ","katakana_remains;special_char"
"orenjitaun-kagawa-sanukishi","オレンジタウン","オレンジタウン","オレンジタウン","その他","katakana_remains"
"oujikamiya-tokyo-kitaku","王子神谷","おうじかみや","オウジカミヤ","あ","special_char"
"oumijinguumae-shiga-ootsushi","近江神宮前","おうみじんぐうまえ","オウミジングウマエ","あ","special_char"
"poototaaminaru-hyogo-koubeshi","ポートターミナル","ポートターミナル","ポートターミナル","その他","katakana_remains"
"poototaunhigashi-osaka-oosakashi","ポートタウン東","ポートタウンひがし","ポートタウンヒガシ","その他","katakana_remains"
"poototaunnishi-osaka-oosakashi","ポートタウン西","ポートタウンにし","ポートタウンニシ","その他","katakana_remains"
"randentenjinkawa-kyoto-kyoutoshi","嵐電天神川","あらしでんてんじんかわ","アラシデンテンジンカワ","あ","special_char"
"reiwakosutayukuhashi-fukuoka-yukuhashishi","令和コスタ行橋","りょうわコスタゆくはし","リョウワコスタユクハシ","ら","katakana_remains"
"rikuzenharanomachi-miyagi-sendaishi","陸前原ノ町","りくぜんはらノまち","リクゼンハラノマチ","ら","katakana_remains;special_char"
"rinkuutaun-osaka-izumisanoshi","りんくうタウン","りんくうタウン","リンクウタウン","ら","katakana_remains"
"ritsukehana-nagano-naganoshi","立ヶ花","たてがはな","タテガハナ","た","special_char"
"rizootogeetouei･suteeshon-chiba-urayasushi","リゾートゲートウェイ･ステーション","リゾートゲートウェイ･ステーション","リゾートゲートウェイ･ステーション","その他","katakana_remains"
"roizutaun-hokkaido-toubetsumachi","ロイズタウン","ロイズタウン","ロイズタウン","その他","katakana_remains"
"rokkoukeeburushita-hyogo-koubeshi","六甲ケーブル下","ろっこうケーブルか","ロッコウケーブルカ","ら","katakana_remains;special_char"
"roopuueiiriguchi-hokkaido-sapporoshi","ロープウェイ入口","ロープウェイいりぐち","ロープウェイイリグチ","その他","katakana_remains"
"ryuugasaki-ibaraki-ryuugasakishi","竜ヶ崎","りゅうがさき","リュウガサキ","ら","special_char"
"ryuukemizu-kagoshima-kagoshimashi","竜ヶ水","りゅうヶすい","リュウヶスイ","ら","kanji_remains;katakana_remains;special_char"
"ryuukesakishi-ibaraki-ryuugasakishi","龍ケ崎市","りゅうがさきし","リュウガサキシ","ら","special_char"
"ryuukokutoyamakoukoumae（eirakuchou）-toyama-toyamashi","龍谷富山高校前（永楽町）","りゅうたにとやまこうこうまえ（えいらくまち）","リュウタニトヤマコウコウマエ（エイラクマチ）","ら","long_reading"
"ryuutsuusentaa-tokyo-ootaku","流通センター","りゅうつうセンター","リュウツウセンター","ら","katakana_remains"
"saginomiya-tokyo-nakanoku","鷺ノ宮","さぎノみや","サギノミヤ","さ","katakana_remains;special_char"
"saisen9jouasahiyamakouentoori-hokkaido-sapporoshi","西線9条旭山公園通","にしせん9じょうあさひやまこうえんどおり","ニシセン9ジョウアサヒヤマコウエンドオリ","な","long_reading"
"saishinchuuou-hyogo-koubeshi","西神中央","せいしんちゅうおう","セイシンチュウオウ","さ","special_char"
"saishinminami-hyogo-koubeshi","西神南","にしじんなん","ニシジンナン","な","special_char"
"saishinraku-hokkaido-asahikawashi","西神楽","にしかぐら","ニシカグラ","な","special_char"
"saishuniryousentaamae-kumamoto-koushishi","再春医療センター前","さいはるいりょうセンターまえ","サイハルイリョウセンターマエ","さ","katakana_remains"
"sakanoshi-oita-ooitashi","坂ノ市","さかノいち","サカノイチ","さ","katakana_remains;special_char"
"sakayukiue-kagoshima-kagoshimashi","坂之上","さかのうえ","サカノウエ","さ","special_char"
"sakuragaoka-kanagawa-yamatoshi","桜ヶ丘","さくらがおか","サクラガオカ","さ","special_char"
"sakuranomiya-osaka-oosakashi","桜ノ宮","さくらノみや","サクラノミヤ","さ","katakana_remains;special_char"
"sakuuminokuchi-nagano-nanmokumura","佐久海ノ口","さくうみノくち","サクウミノクチ","さ","katakana_remains;special_char"
"sandoomunishi-fukui-sabaeshi","サンドーム西","サンドームにし","サンドームニシ","その他","katakana_remains"
"sangyoushinkousentaa-kanagawa-yokohamashi","産業振興センター","さんぎょうしんこうセンター","サンギョウシンコウセンター","さ","katakana_remains"
"sanjuuhachisha-fukui-sabaeshi","三十八社","さんじゅうはちしゃ","サンジュウハチシャ","さ","special_char"
"sankemori-fukuoka-kitakyuushuushi","三ヶ森","さんがもり","サンガモリ","さ","special_char"
"sankene-aichi-koudamachi","三ヶ根","さんがね","サンガネ","さ","special_char"
"sankenichi-shizuoka-hamamatsushi","三ヶ日","みっかび","ミッカビ","ま","special_char"
"sankeyamaguchi-osaka-kaizukashi","三ヶ山口","さんヶやまぐち","サンヶヤマグチ","さ","kanji_remains;katakana_remains;special_char"
"sannomiya-hyogo-koubeshi","三ノ宮","さんノみや","サンノミヤ","さ","katakana_remains;special_char"
"sannomiya.hanadokeimae-hyogo-koubeshi","三宮・花時計前","さんのみや・はなとけいまえ","サンノミヤ・ハナトケイマエ","さ","katakana_remains"
"sannowa-tokyo-taitouku","三ノ輪","みノわ","ミノワ","ま","katakana_remains;special_char"
"sannowahashi-tokyo-arakawaku","三ノ輪橋","みノわきょう","ミノワキョウ","ま","katakana_remains;special_char"
"santsuishi-kumamoto-koushishi","三ツ石","みツいし","ミツイシ","ま","katakana_remains"
"santsumatsu-osaka-kaizukashi","三ツ松","みつまツ","ミツマツ","ま","katakana_remains"
"santsusakai-kanagawa-yokohamashi","三ツ境","みツざかい","ミツザカイ","ま","katakana_remains"
"santsusawakamimachi-kanagawa-yokohamashi","三ツ沢上町","みツざわかみまち","ミツザワカミマチ","ま","katakana_remains"
"santsusawashitamachi-kanagawa-yokohamashi","三ツ沢下町","みツざわしもまち","ミツザワシモマチ","ま","katakana_remains"
"santsuya-ishikawa-kanazawashi","三ツ屋","みツや","ミツヤ","ま","katakana_remains"
"sapporobiiruteien-hokkaido-eniwashi","サッポロビール庭園","サッポロビールていえん","サッポロビールテイエン","その他","katakana_remains"
"sasashimaraibu-aichi-nagoyashi","ささしまライブ","ささしまライブ","ササシマライブ","さ","katakana_remains"
"sassa-nagasaki-sasamachi","佐々","さ々","サ々","さ","kanji_remains"
"sawanomachi-osaka-oosakashi","沢ノ町","さわノまち","サワノマチ","さ","katakana_remains;special_char"
"sayamakeoka-saitama-tokorozawashi","狭山ヶ丘","さやまがおか","サヤマガオカ","さ","special_char"
"seikantonnerukinenkan-aomori-sotohamachou","青函トンネル記念館","せいかんトンネルきねんかん","セイカントンネルキネンカン","さ","katakana_remains"
"seikei-shiga-maibarashi","醒ヶ井","さめがい","サメガイ","さ","special_char"
"seisekisakuragaoka-tokyo-tamashi","聖蹟桜ヶ丘","せいせきさくらがおか","セイセキサクラガオカ","さ","special_char"
"sendagaya-tokyo-shibuyaku","千駄ヶ谷","せんだがや","センダガヤ","さ","special_char"
"senryouketaki-nagasaki-saseboshi","潜竜ヶ滝","せんりゅうヶたき","センリュウヶタキ","さ","kanji_remains;katakana_remains;special_char"
"sentaakita-kanagawa-yokohamashi","センター北","センターきた","センターキタ","その他","katakana_remains"
"sentaaminami-kanagawa-yokohamashi","センター南","センターみなみ","センターミナミ","その他","katakana_remains"
"shadai-hokkaido-shiraoimachi","社台","やしろだい","ヤシロダイ","や","special_char"
"shake-kanagawa-ebinashi","社家","しゃけ","シャケ","さ","special_char"
"shakujiikouen-tokyo-nerimaku","石神井公園","しゃくじいこうえん","シャクジイコウエン","さ","special_char"
"shamachi-hyogo-katoushi","社町","やしろちょう","ヤシロチョウ","や","special_char"
"shichikegakutozanguchi-fukushima-minamiaizumachi","七ヶ岳登山口","ななヶだけとざんぐち","ナナヶダケトザングチ","な","kanji_remains;katakana_remains;special_char"
"shichirikehama-kanagawa-kamakurashi","七里ヶ浜","しちりがはま","シチリガハマ","さ","special_char"
"shimajinmei-mie-shimashi","志摩神明","しましんめい","シマシンメイ","さ","special_char"
"shimakehara-mie-igashi","島ヶ原","しまがはら","シマガハラ","さ","special_char"
"shimanokan-shiga-ootsushi","島ノ関","しまノせき","シマノセキ","さ","katakana_remains;special_char"
"shimonogou-nagano-uedashi","下之郷","しものごう","シモノゴウ","さ","special_char"
"shimousakanzaki-chiba-kanzakimachi","下総神崎","しもうさこうざき","シモウサコウザキ","さ","special_char"
"shinagawashiisaido-tokyo-shinagawaku","品川シーサイド","しながわシーサイド","シナガワシーサイド","さ","katakana_remains"
"shinami-yamaguchi-ubeshi","岐波","岐は","岐ハ","その他","kanji_remains"
"shinkamaketani-chiba-kamagayashi","新鎌ヶ谷","しんかまがや","シンカマガヤ","さ","special_char"
"shinkoube-hyogo-koubeshi","新神戸","しんこうべ","シンコウベ","さ","special_char"
"shinkyuudaigakumae-kyoto-minaminishi","鍼灸大学前","鍼やいとだいがくまえ","鍼ヤイトダイガクマエ","その他","kanji_remains"
"shinmeichou-osaka-sakaishi","神明町","しんめいまち","シンメイマチ","さ","special_char"
"shinnokuchi-nara-kashiharashi","新ノ口","しんノくち","シンノクチ","さ","katakana_remains;special_char"
