station_group_slug,station_name,hiragana,katakana,initial_kana,reason
"shitsuki-tokyo-katsushikaku","四ツ木","よツぎ","ヨツギ","や","katakana_remains"
"shitsukoya-akita-akitashi","四ツ小屋","よツごや","ヨツゴヤ","や","katakana_remains"
"shitsukura-fukushima-iwakishi","四ツ倉","よんツくら","ヨンツクラ","や","katakana_remains"
"shitsutani-tokyo-chiyodaku","四ツ谷","よツや","ヨツヤ","や","katakana_remains"
"shitsutani-tokyo-shinjukuku","四ツ谷","よツや","ヨツヤ","や","katakana_remains"
"shitsutani-tokyo-shinjukuku","四ツ谷","よツや","ヨツヤ","や","katakana_remains"
"shoukousentaairiguchi-hiroshima-hiroshimashi","商工センター入口","しょうこうセンターいりぐち","ショウコウセンターイリグチ","さ","katakana_remains"
"soshioryuutsuusentaa-saitama-kumagayashi","ソシオ流通センター","ソシオりゅうつうセンター","ソシオリュウツウセンター","その他","katakana_remains"
"soudai-mie-matsusakashi","漕代","漕だい","漕ダイ","その他","kanji_remains"
"sougourihabirisentaa-aichi-nagoyashi","総合リハビリセンター","そうごうリハビリセンター","ソウゴウリハビリセンター","さ","katakana_remains"
"sounoki-toyama-kamiichimachi","相ノ木","あいノき","アイノキ","あ","katakana_remains"
"sounono-akita-yokoteshi","相野々","あいの々","アイノ々","あ","kanji_remains"
"sukuriin-shiga-hikoneshi","スクリーン","スクリーン","スクリーン","その他","katakana_remains"
"supeesuwaarudo-fukuoka-kitakyuushuushi","スペースワールド","スペースワールド","スペースワールド","その他","katakana_remains"
"supootsukouen-fukui-etsuzenshi","スポーツ公園","スポーツこうえん","スポーツコウエン","その他","katakana_remains"
"supootsusentaa-chiba-chibashi","スポーツセンター","スポーツセンター","スポーツセンター","その他","katakana_remains"
"suwanomori-osaka-sakaishi","諏訪ノ森","すわノもり","スワノモリ","さ","katakana_remains"
"suwanotaira-aomori-nanbumachi","諏訪ノ平","すわノたいら","スワノタイラ","さ","katakana_remains"
"suzukasaakittoinao-mie-suzukashi","鈴鹿サーキット稲生","すずかサーキットいなおい","スズカサーキットイナオイ","さ","katakana_remains"
"tainohama-tokushima-minamimachi","田井ノ浜","だいノはま","ダイノハマ","た","katakana_remains"
"tainose-wakayama-wakayamashi","田井ノ瀬","たいノせ","タイノセ","た","katakana_remains"
"takaminosato-osaka-matsubarashi","高見ノ里","こうけんノさと","コウケンノサト","か","katakana_remains"
"takanawageetouei-tokyo-minatoku","高輪ゲートウェイ","たかなわゲートウェイ","タカナワゲートウェイ","た","katakana_remains"
"takanoko-ehime-matsuyamashi","鷹ノ子","たかノこ","タカノコ","た","katakana_remains"
"takanomiya-shimane-matsueshi","高ノ宮","たかノみや","タカノミヤ","た","katakana_remains"
"takanosu-akita-kitaakitashi","鷹ノ巣","たかノす","タカノス","た","katakana_remains"
"takarakeike-kyoto-kyoutoshi","宝ヶ池","たからヶち","タカラヶチ","た","kanji_remains;katakana_remains"
"takarakeike-kyoto-kyoutoshi","宝ヶ池","たからヶち","タカラヶチ","た","kanji_remains;katakana_remains"
"takenotsuka-tokyo-adachiku","竹ノ塚","たけノつか","タケノツカ","た","katakana_remains"
"takinokan-akita-hachiminemachi","滝ノ間","たきノま","タキノマ","た","katakana_remains"
"takinoue-hokkaido-yuubarishi","滝ノ上","たきノうえ","タキノウエ","た","katakana_remains"
"tamanoi-aichi-ichinomiyashi","玉ノ井","たまノい","タマノイ","た","katakana_remains"
"tamapuraaza-kanagawa-yokohamashi","たまプラーザ","たまプラーザ","タマプラーザ","た","katakana_remains"
"tamasentaa-tokyo-tamashi","多摩センター","たまセンター","タマセンター","た","katakana_remains"
"tanboaato-aomori-inakadatemura","田んぼアート","たんぼアート","タンボアート","た","katakana_remains"
"tanosato-kochi-susakishi","多ノ郷","おおノごう","オオノゴウ","あ","katakana_remains"
"taroumaruenzerurando-fukui-sakaishi","太郎丸エンゼルランド","たろうまるエンゼルランド","タロウマルエンゼルランド","た","katakana_remains"
"tekunosakaki-nagano-sakakimachi","テクノさかき","テクノさかき","テクノサカキ","その他","katakana_remains"
"tenjinnomori-osaka-oosakashi","天神ノ森","てんじんノもり","テンジンノモリ","た","katakana_remains"
"tennouzuairu-tokyo-shinagawaku","天王洲アイル","てんのうしゅうアイル","テンノウシュウアイル","た","katakana_remains"
"tennouzuairu-tokyo-shinagawaku","天王洲アイル","てんのうしゅうアイル","テンノウシュウアイル","た","katakana_remains"
"tenoko-yamagata-iidemachi","手ノ子","てノこ","テノコ","た","katakana_remains"
"tenou-hiroshima-kureshi","天応","てん応","テン応","た","kanji_remains"
"terekomusentaa-tokyo-koutouku","テレコムセンター","テレコムセンター","テレコムセンター","その他","katakana_remains"
"tetsunai-kochi-kouchishi","咥内","咥ない","咥ナイ","その他","kanji_remains"
"tokushige.nagoyageidai-aichi-kitanagoyashi","徳重・名古屋芸大","とくしげ・なごやげいだい","トクシゲ・ナゴヤゲイダイ","た","katakana_remains"
"tomamu-hokkaido-shimukappumura","トマム","トマム","トマム","その他","katakana_remains"
"toranomon-tokyo-minatoku","虎ノ門","とらノもん","トラノモン","た","katakana_remains"
"toranomonhiruzu-tokyo-minatoku","虎ノ門ヒルズ","とらノもんヒルズ","トラノモンヒルズ","た","katakana_remains"
"toreedosentaamae-osaka-oosakashi","トレードセンター前","トレードセンターまえ","トレードセンターマエ","その他","katakana_remains"
"torinoki-ehime-iyoshi","鳥ノ木","とりノき","トリノキ","た","katakana_remains"
"torokkoarashiyama-kyoto-kyoutoshi","トロッコ嵐山","トロッコあらしやま","トロッコアラシヤマ","その他","katakana_remains"
"torokkohozukyou-kyoto-kyoutoshi","トロッコ保津峡","トロッコほづきょう","トロッコホヅキョウ","その他","katakana_remains"
"torokkokameoka-kyoto-kameokashi","トロッコ亀岡","トロッコかめおか","トロッコカメオカ","その他","katakana_remains"
"torokkosaga-kyoto-kyoutoshi","トロッコ嵯峨","トロッコさが","トロッコサガ","その他","katakana_remains"
"tottorinosou-osaka-hannanshi","鳥取ノ荘","とっとりノしょう","トットリノショウ","た","katakana_remains"
"toubuwaarudosukuuea-tochigi-nikkoushi","東武ワールドスクウェア","とうぶワールドスクウェア","トウブワールドスクウェア","た","katakana_remains"
"toujiin.ritsumeikandaigakukinugasakyanpasumae-kyoto-kyoutoshi","等持院・立命館大学衣笠キャンパス前","とうじいん・りつめいかんだいがくきぬがさキャンパスまえ","トウジイン・リツメイカンダイガクキヌガサキャンパスマエ","た","katakana_remains"
"toukyoubiggusaito-tokyo-koutouku","東京ビッグサイト","とうきょうビッグサイト","トウキョウビッグサイト","た","katakana_remains"
"toukyoudizuniirando･suteeshon-chiba-urayasushi","東京ディズニーランド･ステーション","とうきょうディズニーランド･ステーション","トウキョウディズニーランド･ステーション","た","katakana_remains"
"toukyoudizuniishii･suteeshon-chiba-urayasushi","東京ディズニーシー･ステーション","とうきょうディズニーシー･ステーション","トウキョウディズニーシー･ステーション","た","katakana_remains"
"toukyoukokusaikuruuzutaaminaru-tokyo-koutouku","東京国際クルーズターミナル","とうきょうこくさいクルーズターミナル","トウキョウコクサイクルーズターミナル","た","katakana_remains"
"toukyousukaitsurii-tokyo-sumidaku","とうきょうスカイツリー","とうきょうスカイツリー","トウキョウスカイツリー","た","katakana_remains"
"toukyouterepooto-tokyo-koutouku","東京テレポート","とうきょうテレポート","トウキョウテレポート","た","katakana_remains"
"tounaminokou-ibaraki-shimozumashi","騰波ノ江","とばノえ","トバノエ","た","katakana_remains"
"tounosawa-kanagawa-hakonemachi","塔ノ沢","とうノさわ","トウノサワ","た","katakana_remains"
"toyotamobiriteitoyamagsukueagofukumae（gofukusuehirochou）-toyama-toyamashi","トヨタモビリティ富山Gスクエア五福前（五福末広町）","トヨタモビリティとやまGスクエアごふくまえ（ごふくすえひろまち）","トヨタモビリティトヤマgスクエアゴフクマエ（ゴフクスエヒロマチ）","その他","katakana_remains"
"tsuga.mikita-osaka-sakaishi","栂・美木多","つが・みきた","ツガ・ミキタ","た","katakana_remains"
"tsunoi-tottori-tottorishi","津ノ井","つノい","ツノイ","た","katakana_remains"
"tsunomori-shimane-matsueshi","津ノ森","つノもり","ツノモリ","た","katakana_remains"
"tsurugamine-kanagawa-yokohamashi","鶴ヶ峰","つるヶほう","ツルヶホウ","た","kanji_remains;katakana_remains"
"tsurukeoka-osaka-oosakashi","鶴ヶ丘","つるヶおか","ツルヶオカ","た","kanji_remains;katakana_remains"
"tsushimanomiya-kagawa-mitoyoshi","津島ノ宮","つしまノみや","ツシマノミヤ","た","katakana_remains"
"tsutsujikeoka-tokyo-choufushi","つつじヶ丘","つつじヶおか","ツツジヶオカ","た","kanji_remains;katakana_remains"
"uddeitaunchuuou-hyogo-mitashi","ウッディタウン中央","ウッディタウンちゅうおう","ウッディタウンチュウオウ","その他","katakana_remains"
"uege-aichi-taketoyomachi","上ゲ","あゲ","アゲ","あ","katakana_remains"
"uenoshou-mie-matsusakashi","上ノ庄","かみノしょう","カミノショウ","か","katakana_remains"
"uenotaishi-osaka-habikinoshi","上ノ太子","かみノたいし","カミノタイシ","か","katakana_remains"
"uesupatsubakiyama-aomori-fukauramachi","ウェスパ椿山","ウェスパちんざん","ウェスパチンザン","その他","katakana_remains"
"ugoshitsuya-akita-daisenshi","羽後四ツ屋","うごよツや","ウゴヨツヤ","あ","katakana_remains"
"umekeoka-tokyo-setagayaku","梅ヶ丘","うめヶおか","ウメヶオカ","あ","kanji_remains;katakana_remains"
"umeketani-mie-daiosamumachi","梅ヶ谷","うめヶたに","ウメヶタニ","あ","kanji_remains;katakana_remains"
"uminochuudou-fukuoka-fukuokashi","海ノ中道","うみノなかみち","ウミノナカミチ","あ","katakana_remains"
"uminokuchi-nagano-oomachishi","海ノ口","うみノくち","ウミノクチ","あ","katakana_remains"
"uranosaki-saga-imarishi","浦ノ崎","うらノさき","ウラノサキ","あ","katakana_remains"
"ushinohama-kagoshima-akuneshi","牛ノ浜","うしノはま","ウシノハマ","あ","katakana_remains"
"ushinotani-fukui-awarashi","牛ノ谷","うしノや","ウシノヤ","あ","katakana_remains"
"wani-shiga-ootsushi","和邇","かず邇","カズ邇","か","kanji_remains"
"yagisawa.miyakotandai-iwate-miyafurushi","八木沢・宮古短大","やぎさわ・みやこたんだい","ヤギサワ・ミヤコタンダイ","や","katakana_remains"
"yamanome-iwate-ichizekishi","山ノ目","やまノめ","ヤマノメ","や","katakana_remains"
"yamanonai-hiroshima-shoubarashi","山ノ内","やまノうち","ヤマノウチ","や","katakana_remains"
"yamanonai-kyoto-kyoutoshi","山ノ内","やまノうち","ヤマノウチ","や","katakana_remains"
"yanagikeura-oita-usashi","柳ヶ浦","やなぎヶうら","ヤナギヶウラ","や","kanji_remains;katakana_remains"
"yasukokeshima-fukushima-kooriyamashi","安子ヶ島","やすこヶとう","ヤスコヶトウ","や","kanji_remains;katakana_remains"
"yomiurirandomae-kanagawa-kawasakishi","読売ランド前","よみうりランドまえ","ヨミウリランドマエ","や","katakana_remains"
"yorunomori-fukushima-tomiokamachi","夜ノ森","よるノもり","ヨルノモリ","や","katakana_remains"
"yoshiminosato-osaka-tajirimachi","吉見ノ里","よしみノさと","ヨシミノサト","や","katakana_remains"
"yoshinokesatokouen-saga-yoshinosatomachi","吉野ヶ里公園","よしのヶさとこうえん","ヨシノヶサトコウエン","や","kanji_remains;katakana_remains"
"youtani-oita-hinodemachi","暘谷","暘たに","暘タニ","その他","kanji_remains"
"yunibaasarushitei-osaka-oosakashi","ユニバーサルシティ","ユニバーサルシティ","ユニバーサルシティ","その他","katakana_remains"
"yunotouge-yamaguchi-sanyouonodashi","湯ノ峠","ゆノとう","ユノトウ","や","katakana_remains"
"yurikeoka-kanagawa-kawasakishi","百合ヶ丘","ひゃくごうヶおか","ヒャクゴウヶオカ","は","kanji_remains;katakana_remains"
"yuubikan-miyagi-oosakishi","有備館","ゆう備かん","ユウ備カン","や","kanji_remains"
"yuuhikeurakitsuonsen-kyoto-kyoutangoshi","夕日ヶ浦木津温泉","ゆうひヶうらぎつおんせん","ユウヒヶウラギツオンセン","や","kanji_remains;katakana_remains"
"yuukarigaoka-chiba-sakurashi","ユーカリが丘","ユーカリがおか","ユーカリガオカ","その他","katakana_remains"
"yuukarigaoka-chiba-sakurashi","ユーカリが丘","ユーカリがおか","ユーカリガオカ","その他","katakana_remains"
"zushi.hayama-kanagawa-zushishi","逗子・葉山","ずし・はやま","ズシ・ハヤマ","さ","katakana_remains"
